target,feature,block,hgb_importance,perm_importance_mean,perm_importance_std
is_hit,p_roll_hit_allowed_10,pitcher_rolling,0.0,0.162149114584607,0.008486931659376248
is_hit,in_zone,context,0.0,0.04533457680015154,0.004450415181569108
is_hit,pitch_count,context,0.0,0.035461174039166134,0.002314236291526138
is_hit,p_roll_k_10,pitcher_rolling,0.0,0.0063872126690522665,0.0008451674426432171
is_hit,p_roll_hit_allowed_30,pitcher_rolling,0.0,0.004952539054186467,0.0006281299367082159
is_hit,times_thru_order,context,0.0,0.004880199715442712,0.0007035678676240706
is_hit,p_roll_bb_10,pitcher_rolling,0.0,0.00217027072799425,0.0003680640848464368
is_hit,roll_k_rate_100,batter_rolling,0.0,0.0008264118510630025,0.0003083056891526754
is_hit,bpt_ev_vs_fastball,batter_pitch_type,0.0,0.0007981779996034444,0.0001450327401572754
is_hit,p_roll_k_30,pitcher_rolling,0.0,0.0007945327308905403,0.00030853084744135765
is_hit,bpt_ev_vs_rhp,batter_pitch_type,0.0,0.0007268122419445078,0.00016106393349343137
is_hit,cum_career_ba_vs_lhp,batter_career_splits,0.0,0.00050449613329826,0.0002491444225198107
is_hit,cum_career_hr_vs_rhp,batter_career_splits,0.0,0.0004876961992301698,0.00022681227691331615
is_hit,bpt_whiff_vs_fastball,batter_pitch_type,0.0,0.0004670019408226977,0.00041821774075708867
is_hit,bpt_ba_vs_breaking,batter_pitch_type,0.0,0.00045962083771458053,0.00013348201447390925
is_hit,roll_ev_100,batter_rolling,0.0,0.00038979469665487707,0.00010455744285075823
is_hit,bpt_whiff_vs_offspeed,batter_pitch_type,0.0,0.00037865511773096385,0.00027613121763465123
is_hit,cum_career_ba_vs_rhp,batter_career_splits,0.0,0.00022890476203427657,0.0005123976884410736
is_hit,pitcher_rest_days,context,0.0,0.00022016517369145562,0.00015199360173348024
is_hit,roll_la_30,batter_rolling,0.0,0.00021117652972240107,0.00026343523535753274
is_hit,roll_ba_100,batter_rolling,0.0,0.00021104068119894847,0.00047406987580526493
is_hit,roll_hr_rate_100,batter_rolling,0.0,0.00016095785888246006,9.716758669829555e-05
is_hit,roll_ev_10,batter_rolling,0.0,0.0001401277519515576,0.0001826442490253476
is_hit,p_pct_breaking,pitcher_profile,0.0,0.00013283721452574948,0.00036364421184095216
is_hit,p_roll_bb_30,pitcher_rolling,0.0,0.0001324523103759301,0.00015988413523214704
is_hit,cum_career_hr_vs_lhp,batter_career_splits,0.0,0.00010743354063829092,0.00026300144912823055
is_hit,bvp_pa_count,bvp_matchup,0.0,0.00010546373704811707,9.712540302918277e-05
is_hit,roll_la_10,batter_rolling,0.0,9.844489666921419e-05,9.257577132372276e-05
is_hit,p_pfx_x_breaking,pitcher_profile,0.0,7.994685605778873e-05,0.00018479799870378265
is_hit,roll_bb_rate_100,batter_rolling,0.0,6.314692198954308e-05,0.0003497624006320039
is_hit,pitcher_age,context,0.0,4.996961521370746e-05,5.478127151524077e-05
is_hit,roll_ev_30,batter_rolling,0.0,3.0203655049887422e-05,0.00030138518224593697
is_hit,bpt_whiff_vs_breaking,batter_pitch_type,0.0,2.7260270374873664e-05,0.0003393079834657758
is_hit,roll_k_rate_30,batter_rolling,0.0,2.3750850185466632e-05,8.697705177346539e-05
is_hit,roll_bb_rate_30,batter_rolling,0.0,1.648295418019696e-05,0.00011490936065250289
is_hit,p_velo_overall,pitcher_profile,0.0,1.2747119784961569e-05,0.0001695386579350988
is_hit,roll_ba_30,batter_rolling,0.0,1.1660331597251883e-05,0.00011835643162774371
is_hit,bvp_hr_count,bvp_matchup,0.0,1.0415053466772406e-06,1.25724935952103e-05
is_hit,roll_barrel_30,batter_rolling,0.0,0.0,0.0
is_hit,roll_barrel_100,batter_rolling,0.0,0.0,0.0
is_hit,p_barrel_rate_allowed,pitcher_profile,0.0,0.0,0.0
is_hit,roll_barrel_10,batter_rolling,0.0,0.0,0.0
is_hit,vs_lhp,context,0.0,-1.562258019682794e-06,8.804398130950468e-06
is_hit,roll_hr_rate_30,batter_rolling,0.0,-2.5267825363894936e-05,3.7970236102030305e-05
is_hit,roll_bb_rate_10,batter_rolling,0.0,-3.013573078796128e-05,0.0001940530287469931
is_hit,bvp_k_rate,bvp_matchup,0.0,-3.196968585470472e-05,0.0001669746144437828
is_hit,bvp_ba,bvp_matchup,0.0,-6.258088647490557e-05,0.00013223210690704122
is_hit,day_of_week,context,0.0,-6.830916588091984e-05,0.00010674255889132778
is_hit,month,context,0.0,-7.075443930322222e-05,0.00013570480649613414
is_hit,p_extension,pitcher_profile,0.0,-7.344876835191361e-05,0.00014791490170690749
is_hit,p_pct_fastball,pitcher_profile,0.0,-7.659592581210628e-05,0.00020387196318458046
is_hit,bpt_ev_vs_lhp,batter_pitch_type,0.0,-9.162982907531258e-05,0.0001755321540264014
is_hit,p_pfx_z_fastball,pitcher_profile,0.0,-9.529773920873286e-05,0.00019416587666517708
is_hit,roll_ba_10,batter_rolling,0.0,-0.00011286748157652848,0.00014163425653375146
is_hit,p_pfx_z_breaking,pitcher_profile,0.0,-0.00011594671477501705,0.00024340891254036895
is_hit,roll_hr_rate_10,batter_rolling,0.0,-0.0001195240592262392,0.00011064534447133944
is_hit,roll_k_rate_10,batter_rolling,0.0,-0.00011999952905830113,0.00018370099527740538
is_hit,p_pfx_x_fastball,pitcher_profile,0.0,-0.0001290787387097536,0.00010498671692386702
is_hit,p_velo_breaking,pitcher_profile,0.0,-0.00016233898553743575,0.00028104185315964986
is_hit,bpt_ev_vs_breaking,batter_pitch_type,0.0,-0.0001669351939145969,0.000216348774232072
is_hit,cum_career_pa_vs_rhp,batter_career_splits,0.0,-0.00019313131752227708,0.00017232340429974103
is_hit,cum_career_ops_vs_rhp,batter_career_splits,0.0,-0.00019550866668289758,0.00033609520630537444
is_hit,p_arm_angle,pitcher_profile,0.0,-0.00022962928749248324,0.00024812821132243505
is_hit,roll_la_100,batter_rolling,0.0,-0.00023551605684253297,0.00024098897353001626
is_hit,p_spin_fastball,pitcher_profile,0.0,-0.00029888939303777116,0.0002515491926182267
is_hit,p_whiff_rate,pitcher_profile,0.0,-0.0003345269890260516,0.00036659530851699114
is_hit,bpt_ev_vs_offspeed,batter_pitch_type,0.0,-0.00034539487090308186,0.00018265942721521243
is_hit,p_spin_breaking,pitcher_profile,0.0,-0.0004323379259189686,0.00019003471809498439
is_hit,bvp_bb_rate,bvp_matchup,0.0,-0.0005191904152526128,0.00018182871382942773
is_hit,bpt_ba_vs_offspeed,batter_pitch_type,0.0,-0.0005314847066259176,0.0001511294115381582
is_hit,p_pct_offspeed,pitcher_profile,0.0,-0.0005923448451370828,0.00019034208270982657
is_hit,p_bb_rate,pitcher_profile,0.0,-0.0006561483683232616,0.0002995718775824547
is_hit,cum_career_ops_vs_lhp,batter_career_splits,0.0,-0.0009615584904873575,0.0004332182776864956
is_hit,cum_career_pa_vs_lhp,batter_career_splits,0.0,-0.0010561317042377504,0.00028975199440042353
is_hit,bpt_ba_vs_fastball,batter_pitch_type,0.0,-0.0010839580101269508,0.0005166691164008705
is_hit,p_k_rate,pitcher_profile,0.0,-0.0013703719804268211,0.00039905003083444944
is_hit,p_pct_in_zone,pitcher_profile,0.0,-0.0016047559662406342,0.0007070969896970714
is_hit,p_velo_fastball,pitcher_profile,0.0,-0.0017823099864060054,0.000372570333255467
is_hr,in_zone,context,0.0,0.12372824742268047,0.014539541181298079
is_hr,p_roll_hit_allowed_10,pitcher_rolling,0.0,0.03626048109965645,0.007957548008339466
is_hr,p_pfx_z_fastball,pitcher_profile,0.0,0.00620357388316164,0.002586747125046921
is_hr,pitch_count,context,0.0,0.004967010309278441,0.006971740096765958
is_hr,roll_ev_100,batter_rolling,0.0,0.004302955326460567,0.0006564879091542026
is_hr,p_extension,pitcher_profile,0.0,0.0034815120274914956,0.0014211006784598998
is_hr,roll_ev_30,batter_rolling,0.0,0.003420068728522474,0.0007074988198789666
is_hr,roll_la_100,batter_rolling,0.0,0.0029457044673540265,0.0027994395550903894
is_hr,roll_hr_rate_100,batter_rolling,0.0,0.0028815120274914953,0.002253565198936146
is_hr,roll_ev_10,batter_rolling,0.0,0.0021173883161512697,0.0015094831075624705
is_hr,roll_bb_rate_30,batter_rolling,0.0,0.002100893470790499,0.0005631362645915761
is_hr,p_pct_offspeed,pitcher_profile,0.0,0.002012508591065365,0.0005474738943562051
is_hr,roll_hr_rate_30,batter_rolling,0.0,0.0017649484536083726,0.0002856230379946075
is_hr,p_roll_bb_10,pitcher_rolling,0.0,0.0014773883161512736,0.0007552691866256518
is_hr,times_thru_order,context,0.0,0.0013578006872853043,0.0008193986800143201
is_hr,p_pfx_x_breaking,pitcher_profile,0.0,0.0013227491408935865,0.0007278684220809421
is_hr,roll_k_rate_100,batter_rolling,0.0,0.001177319587628922,0.001108786922149054
is_hr,p_roll_hit_allowed_30,pitcher_rolling,0.0,0.00116453608247431,0.0012209343419881374
is_hr,p_pct_fastball,pitcher_profile,0.0,0.0011529896907217728,0.0010718036751452492
is_hr,cum_career_hr_vs_lhp,batter_career_splits,0.0,0.0011037800687286436,0.0015310590461394945
is_hr,roll_bb_rate_100,batter_rolling,0.0,0.0011017182130585335,0.0013621329405671804
is_hr,p_velo_breaking,pitcher_profile,0.0,0.0010790378006873657,0.0008293603809501743
is_hr,bvp_ba,bvp_matchup,0.0,0.0010779381443299708,0.0009977279227234574
is_hr,month,context,0.0,0.0008982817869416682,0.0006123775363073672
is_hr,p_spin_fastball,pitcher_profile,0.0,0.0006914089347079821,0.0008120673227262509
is_hr,bvp_k_rate,bvp_matchup,0.0,0.0006420618556701507,0.0003943319916991045
is_hr,roll_ba_100,batter_rolling,0.0,0.0006030240549828924,0.0006386600443582225
is_hr,p_roll_k_30,pitcher_rolling,0.0,0.0005927147766323859,0.0009565157224648634
is_hr,roll_ba_10,batter_rolling,0.0,0.0005223367697595238,0.00042644660779198024
is_hr,cum_career_ops_vs_rhp,batter_career_splits,0.0,0.0004991065292097475,0.0004865877258330447
is_hr,roll_la_30,batter_rolling,0.0,0.00044962199312723603,0.0017326992035313605
is_hr,p_bb_rate,pitcher_profile,0.0,0.0004467353951890907,0.0004948192051124959
is_hr,bpt_ev_vs_fastball,batter_pitch_type,0.0,0.00043065292096227114,0.0009792962741046643
is_hr,p_k_rate,pitcher_profile,0.0,0.0004103092783505957,0.00036920895671268015
is_hr,roll_la_10,batter_rolling,0.0,0.00040027491408944904,0.0004760767939447623
is_hr,bvp_pa_count,bvp_matchup,0.0,0.0003624742268042658,0.00029486942283601556
is_hr,roll_ba_30,batter_rolling,0.0,0.00034103092783515087,0.0005858211216374957
is_hr,day_of_week,context,0.0,0.00021113402061860852,0.0004056800571079709
is_hr,bpt_ba_vs_fastball,batter_pitch_type,0.0,0.0001810309278351685,0.001261916056921929
is_hr,p_pct_in_zone,pitcher_profile,0.0,8.151202749149267e-05,0.0002453674087308197
is_hr,p_roll_k_10,pitcher_rolling,0.0,3.230240549838559e-05,0.001363731076739106
is_hr,p_velo_overall,pitcher_profile,0.0,2.9278350515582474e-05,0.0007969430143894731
is_hr,roll_barrel_30,batter_rolling,0.0,0.0,0.0
is_hr,roll_barrel_10,batter_rolling,0.0,0.0,0.0
is_hr,p_barrel_rate_allowed,pitcher_profile,0.0,0.0,0.0
is_hr,roll_barrel_100,batter_rolling,0.0,0.0,0.0
is_hr,roll_k_rate_30,batter_rolling,0.0,-1.0309278350417728e-05,0.0005235763912322947
is_hr,bvp_hr_count,bvp_matchup,0.0,-3.065292096215977e-05,4.066870570499486e-05
is_hr,roll_bb_rate_10,batter_rolling,0.0,-3.1065292096110755e-05,0.0001204498678455904
is_hr,bpt_ba_vs_breaking,batter_pitch_type,0.0,-5.168384879716825e-05,0.0017202761167694307
is_hr,vs_lhp,context,0.0,-7.518900343634893e-05,6.54959379076406e-05
is_hr,p_velo_fastball,pitcher_profile,0.0,-9.044673539508885e-05,0.0009170873606692525
is_hr,bpt_ev_vs_offspeed,batter_pitch_type,0.0,-0.0002498969072163737,0.0005839798440738821
is_hr,p_roll_bb_30,pitcher_rolling,0.0,-0.0002508591065290888,0.0009940059608307286
is_hr,p_pfx_x_fastball,pitcher_profile,0.0,-0.0002548453608246515,0.0008116905877725582
is_hr,p_whiff_rate,pitcher_profile,0.0,-0.0002560824742267265,0.000809943471434785
is_hr,cum_career_ba_vs_lhp,batter_career_splits,0.0,-0.0002861855670102553,0.001121904037552773
is_hr,roll_k_rate_10,batter_rolling,0.0,-0.0003316838487971596,0.0002542467121334959
is_hr,p_pct_breaking,pitcher_profile,0.0,-0.000351752577319564,0.000528516420185113
is_hr,p_spin_breaking,pitcher_profile,0.0,-0.0005153264604810026,0.002170577981576665
is_hr,bpt_whiff_vs_fastball,batter_pitch_type,0.0,-0.0006184192439861791,0.0012259276971831998
is_hr,p_pfx_z_breaking,pitcher_profile,0.0,-0.0006560824742267047,0.0005723673377640384
is_hr,pitcher_age,context,0.0,-0.0006630927835050704,0.0006093356836089708
is_hr,bpt_ev_vs_lhp,batter_pitch_type,0.0,-0.0006648797250858429,0.0011165936691754415
is_hr,cum_career_hr_vs_rhp,batter_career_splits,0.0,-0.0006864604810995712,0.0007810315326264607
is_hr,bvp_bb_rate,bvp_matchup,0.0,-0.0008228178694157818,0.0008714578683237515
is_hr,roll_hr_rate_10,batter_rolling,0.0,-0.0008826116838487108,0.0006461660198024069
is_hr,bpt_whiff_vs_offspeed,batter_pitch_type,0.0,-0.0009492783505153479,0.001387664533547579
is_hr,pitcher_rest_days,context,0.0,-0.0011090034364260814,0.0010326198806228908
is_hr,cum_career_ba_vs_rhp,batter_career_splits,0.0,-0.0011480412371133396,0.000936558870756422
is_hr,bpt_whiff_vs_breaking,batter_pitch_type,0.0,-0.0011914776632301783,0.0011118076573451386
is_hr,cum_career_pa_vs_rhp,batter_career_splits,0.0,-0.0012100343642610588,0.0003691709825666509
is_hr,p_arm_angle,pitcher_profile,0.0,-0.0013461168384878875,0.0012753946241975678
is_hr,bpt_ba_vs_offspeed,batter_pitch_type,0.0,-0.001387628865979229,0.0008281084797202311
is_hr,bpt_ev_vs_rhp,batter_pitch_type,0.0,-0.0014486597938143443,0.002992828543344858
is_hr,bpt_ev_vs_breaking,batter_pitch_type,0.0,-0.0015835051546390533,0.0008237288160468099
is_hr,cum_career_pa_vs_lhp,batter_career_splits,0.0,-0.0018217182130583654,0.0010713210706678308
is_hr,cum_career_ops_vs_lhp,batter_career_splits,0.0,-0.0023862542955325862,0.0013829710995698064
is_strikeout,pitch_count,context,0.0,0.22480567467588147,0.004361303479011663
is_strikeout,p_roll_k_10,pitcher_rolling,0.0,0.10305544811984377,0.005625721642806644
is_strikeout,in_zone,context,0.0,0.03115147870749675,0.001172345915269533
is_strikeout,p_roll_bb_10,pitcher_rolling,0.0,0.003240857064078506,0.0004256017091251761
is_strikeout,times_thru_order,context,0.0,0.0026419304174184477,0.00038910092584783007
is_strikeout,p_roll_k_30,pitcher_rolling,0.0,0.001934642700190503,0.00039778959476498494
is_strikeout,p_roll_hit_allowed_10,pitcher_rolling,0.0,0.0016676218250395668,0.00020307004425733485
is_strikeout,roll_k_rate_100,batter_rolling,0.0,0.0015737528125415955,0.0005153940055555933
is_strikeout,p_roll_bb_30,pitcher_rolling,0.0,0.0014604512676317238,0.00014252572162199703
is_strikeout,bpt_whiff_vs_fastball,batter_pitch_type,0.0,0.0014012832058691639,0.0005310560329262825
is_strikeout,bpt_whiff_vs_breaking,batter_pitch_type,0.0,0.0008064265690242101,0.00034410955789284
